"parm_id";"industry";"cartel";"detected";"nTc";"rep_off";"start";"end";"duration";"lduration";"n_firms";"sigma_start";"in_cartel";"nfirms2";"nfirms3";"sigma2";"sigma3";"nfirms_sigma"
29;43;6;0;0;0;113;113;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;43;7;0;0;0;115;125;11;2.484906649788;6;0.3;1;36;216;0.09;0.027;1.8
29;43;8;0;0;0;139;139;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;43;9;0;0;0;235;315;81;4.40671924726425;6;0.3;1;36;216;0.09;0.027;1.8
29;43;10;0;0;0;323;509;187;5.23644196282995;6;0.3;1;36;216;0.09;0.027;1.8
30;43;1;0;0;0;1;91;91;4.52178857704904;6;0.35;1;36;216;0.1225;0.042875;2.1
30;43;2;0;0;0;93;93;1;0.693147180559945;6;0.35;1;36;216;0.1225;0.042875;2.1
30;43;3;0;0;0;101;141;41;3.73766961828337;6;0.35;1;36;216;0.1225;0.042875;2.1
30;43;4;0;0;0;149;149;1;0.693147180559945;6;0.35;1;36;216;0.1225;0.042875;2.1
30;43;5;0;0;0;151;153;3;1.38629436111989;6;0.35;1;36;216;0.1225;0.042875;2.1
30;43;6;0;0;0;221;235;15;2.77258872223978;6;0.35;1;36;216;0.1225;0.042875;2.1
30;43;7;0;0;0;237;237;1;0.693147180559945;6;0.35;1;36;216;0.1225;0.042875;2.1
30;43;8;0;0;0;239;241;3;1.38629436111989;6;0.35;1;36;216;0.1225;0.042875;2.1
30;43;9;0;0;0;243;249;7;2.07944154167984;6;0.35;1;36;216;0.1225;0.042875;2.1
30;43;10;0;0;0;309;369;61;4.12713438504509;6;0.35;1;36;216;0.1225;0.042875;2.1
30;43;11;0;0;0;579;579;1;0.693147180559945;6;0.35;1;36;216;0.1225;0.042875;2.1
30;43;12;0;0;0;581;605;25;3.25809653802148;6;0.35;1;36;216;0.1225;0.042875;2.1
30;43;13;0;0;0;607;607;1;0.693147180559945;6;0.35;1;36;216;0.1225;0.042875;2.1
30;43;14;0;0;0;609;609;1;0.693147180559945;6;0.35;1;36;216;0.1225;0.042875;2.1
30;43;15;0;0;0;611;611;1;0.693147180559945;6;0.35;1;36;216;0.1225;0.042875;2.1
30;43;16;0;0;0;613;635;23;3.17805383034795;6;0.35;1;36;216;0.1225;0.042875;2.1
30;43;17;0;0;0;637;639;3;1.38629436111989;6;0.35;1;36;216;0.1225;0.042875;2.1
30;43;18;0;0;0;643;643;1;0.693147180559945;6;0.35;1;36;216;0.1225;0.042875;2.1
30;43;19;0;0;0;653;653;1;0.693147180559945;6;0.35;1;36;216;0.1225;0.042875;2.1
30;43;20;0;0;0;655;657;3;1.38629436111989;6;0.35;1;36;216;0.1225;0.042875;2.1
30;43;21;0;0;0;667;667;1;0.693147180559945;6;0.35;1;36;216;0.1225;0.042875;2.1
30;43;22;0;0;0;669;673;5;1.79175946922805;6;0.35;1;36;216;0.1225;0.042875;2.1
30;43;23;0;0;0;675;675;1;0.693147180559945;6;0.35;1;36;216;0.1225;0.042875;2.1
30;43;24;0;0;0;679;681;3;1.38629436111989;6;0.35;1;36;216;0.1225;0.042875;2.1
30;43;25;0;0;0;683;693;11;2.484906649788;6;0.35;1;36;216;0.1225;0.042875;2.1
30;43;26;0;0;0;697;697;1;0.693147180559945;6;0.35;1;36;216;0.1225;0.042875;2.1
30;43;27;0;0;0;707;727;21;3.09104245335832;6;0.35;1;36;216;0.1225;0.042875;2.1
30;43;28;0;0;0;739;739;1;0.693147180559945;6;0.35;1;36;216;0.1225;0.042875;2.1
30;43;29;0;0;0;741;777;37;3.63758615972639;6;0.35;1;36;216;0.1225;0.042875;2.1
30;43;30;0;0;0;779;783;5;1.79175946922805;6;0.35;1;36;216;0.1225;0.042875;2.1
30;43;31;0;0;0;785;785;1;0.693147180559945;6;0.35;1;36;216;0.1225;0.042875;2.1
30;43;32;0;0;0;947;947;1;0.693147180559945;6;0.35;1;36;216;0.1225;0.042875;2.1
30;43;33;0;0;0;949;971;23;3.17805383034795;6;0.35;1;36;216;0.1225;0.042875;2.1
30;43;34;0;0;0;973;977;5;1.79175946922805;6;0.35;1;36;216;0.1225;0.042875;2.1
1;44;1;1;1;0;1;958;958;6.86589107488344;2;0.1;1;4;8;0.01;0.001;0.2
1;44;2;0;1;0;960;1000;41;3.73766961828337;2;0.1;1;4;8;0.01;0.001;0.2
2;44;1;1;1;0;1;567;567;6.34212141872115;2;0.15;1;4;8;0.0225;0.003375;0.3
2;44;2;0;1;0;569;1000;432;6.07073772800249;2;0.15;1;4;8;0.0225;0.003375;0.3
3;44;1;1;1;0;1;550;550;6.31173480915291;2;0.2;1;4;8;0.04;0.008;0.4
3;44;2;0;1;0;552;1000;449;6.10924758276437;2;0.2;1;4;8;0.04;0.008;0.4
4;44;1;1;1;0;1;374;374;5.92692602597041;2;0.25;1;4;8;0.0625;0.015625;0.5
4;44;2;0;1;0;376;1000;625;6.4393503711001;2;0.25;1;4;8;0.0625;0.015625;0.5
5;44;1;1;1;0;1;235;235;5.46383180502561;2;0.3;1;4;8;0.09;0.027;0.6
5;44;2;1;2;1;237;289;53;3.98898404656427;2;0.3;1;4;8;0.09;0.027;0.6
5;44;3;1;3;1;291;779;489;6.19440539110467;2;0.3;1;4;8;0.09;0.027;0.6
5;44;4;0;3;1;781;1000;220;5.39816270151775;2;0.3;1;4;8;0.09;0.027;0.6
6;44;1;1;1;0;1;541;541;6.29526600143965;2;0.35;1;4;8;0.1225;0.042875;0.7
6;44;2;0;1;0;543;1000;458;6.12905021006055;2;0.35;1;4;8;0.1225;0.042875;0.7
7;44;1;0;0;0;1;1000;1000;6.90875477931522;3;0.1;1;9;27;0.01;0.001;0.3
8;44;1;0;0;0;1;1000;1000;6.90875477931522;3;0.15;1;9;27;0.0225;0.003375;0.45
9;44;1;1;1;0;1;801;801;6.68710860786651;3;0.2;1;9;27;0.04;0.008;0.6
9;44;2;1;2;1;803;904;102;4.63472898822964;3;0.2;1;9;27;0.04;0.008;0.6
9;44;3;0;2;1;906;1000;95;4.56434819146784;3;0.2;1;9;27;0.04;0.008;0.6
10;44;1;0;0;0;1;1000;1000;6.90875477931522;3;0.25;1;9;27;0.0625;0.015625;0.75
11;44;1;0;0;0;1;1000;1000;6.90875477931522;3;0.3;1;9;27;0.09;0.027;0.9
12;44;1;1;1;0;1;241;241;5.48893772615669;3;0.35;1;9;27;0.1225;0.042875;1.05
12;44;2;1;2;1;243;576;334;5.81413053182507;3;0.35;1;9;27;0.1225;0.042875;1.05
12;44;3;1;3;1;578;853;276;5.62401750618734;3;0.35;1;9;27;0.1225;0.042875;1.05
12;44;4;0;3;1;855;1000;146;4.99043258677874;3;0.35;1;9;27;0.1225;0.042875;1.05
13;44;1;1;1;0;1;180;180;5.19849703126583;4;0.1;1;16;64;0.01;0.001;0.4
13;44;2;0;1;0;182;1000;819;6.7093043402583;4;0.1;1;16;64;0.01;0.001;0.4
14;44;1;1;1;0;1;1;1;0.693147180559945;4;0.15;1;16;64;0.0225;0.003375;0.6
14;44;2;0;1;0;3;1000;998;6.90675477864855;4;0.15;1;16;64;0.0225;0.003375;0.6
15;44;1;0;0;0;1;1000;1000;6.90875477931522;4;0.2;1;16;64;0.04;0.008;0.8
16;44;1;1;1;0;1;618;618;6.4281052726846;4;0.25;1;16;64;0.0625;0.015625;1
16;44;2;0;1;0;620;1000;381;5.94542060860658;4;0.25;1;16;64;0.0625;0.015625;1
17;44;1;1;1;0;1;482;482;6.18001665365257;4;0.3;1;16;64;0.09;0.027;1.2
17;44;2;1;2;1;484;526;43;3.78418963391826;4;0.3;1;16;64;0.09;0.027;1.2
17;44;3;1;3;1;528;743;216;5.37989735354046;4;0.3;1;16;64;0.09;0.027;1.2
17;44;4;0;3;1;745;1000;256;5.54907608489522;4;0.3;1;16;64;0.09;0.027;1.2
18;44;1;1;1;0;1;279;279;5.63478960316925;4;0.35;1;16;64;0.1225;0.042875;1.4
18;44;2;1;2;1;281;607;327;5.79301360838414;4;0.35;1;16;64;0.1225;0.042875;1.4
18;44;3;0;2;1;609;1000;392;5.97380961186926;4;0.35;1;16;64;0.1225;0.042875;1.4
19;44;1;0;0;0;1;1000;1000;6.90875477931522;5;0.1;1;25;125;0.01;0.001;0.5
20;44;1;1;1;0;1;743;743;6.61204103483309;5;0.15;1;25;125;0.0225;0.003375;0.75
20;44;2;0;1;0;745;909;165;5.11198778835654;5;0.15;1;25;125;0.0225;0.003375;0.75
20;44;3;0;0;0;933;959;27;3.3322045101752;5;0.15;1;25;125;0.0225;0.003375;0.75
21;44;1;1;1;0;1;294;294;5.68697535633982;5;0.2;1;25;125;0.04;0.008;1
21;44;2;1;2;1;296;977;682;6.52649485957079;5;0.2;1;25;125;0.04;0.008;1
21;44;3;0;2;1;979;1000;22;3.13549421592915;5;0.2;1;25;125;0.04;0.008;1
22;44;1;1;1;0;1;26;26;3.29583686600433;5;0.25;1;25;125;0.0625;0.015625;1.25
22;44;2;1;2;1;28;985;958;6.86589107488344;5;0.25;1;25;125;0.0625;0.015625;1.25
22;44;3;0;2;1;987;1000;14;2.70805020110221;5;0.25;1;25;125;0.0625;0.015625;1.25
23;44;1;1;1;0;1;76;76;4.34380542185368;5;0.3;1;25;125;0.09;0.027;1.5
23;44;2;1;2;1;78;224;147;4.99721227376411;5;0.3;1;25;125;0.09;0.027;1.5
23;44;3;1;3;1;226;562;337;5.82304589548302;5;0.3;1;25;125;0.09;0.027;1.5
23;44;4;0;3;1;564;1000;437;6.08221891037645;5;0.3;1;25;125;0.09;0.027;1.5
24;44;1;1;1;0;1;43;43;3.78418963391826;5;0.35;1;25;125;0.1225;0.042875;1.75
24;44;2;1;2;1;45;391;347;5.85220247977447;5;0.35;1;25;125;0.1225;0.042875;1.75
24;44;3;1;3;1;393;466;74;4.31748811353631;5;0.35;1;25;125;0.1225;0.042875;1.75
24;44;4;0;3;1;468;521;54;4.00733318523247;5;0.35;1;25;125;0.1225;0.042875;1.75
24;44;5;0;0;0;523;525;3;1.38629436111989;5;0.35;1;25;125;0.1225;0.042875;1.75
24;44;6;0;0;0;527;527;1;0.693147180559945;5;0.35;1;25;125;0.1225;0.042875;1.75
24;44;7;0;0;0;529;529;1;0.693147180559945;5;0.35;1;25;125;0.1225;0.042875;1.75
24;44;8;0;0;0;543;543;1;0.693147180559945;5;0.35;1;25;125;0.1225;0.042875;1.75
24;44;9;0;0;0;545;547;3;1.38629436111989;5;0.35;1;25;125;0.1225;0.042875;1.75
24;44;10;0;0;0;575;643;69;4.24849524204936;5;0.35;1;25;125;0.1225;0.042875;1.75
24;44;11;0;0;0;645;679;35;3.58351893845611;5;0.35;1;25;125;0.1225;0.042875;1.75
24;44;12;0;0;0;681;681;1;0.693147180559945;5;0.35;1;25;125;0.1225;0.042875;1.75
24;44;13;0;0;0;997;997;1;0.693147180559945;5;0.35;1;25;125;0.1225;0.042875;1.75
25;44;1;0;0;0;1;325;325;5.78689738136671;6;0.1;1;36;216;0.01;0.001;0.6
25;44;2;0;0;0;327;331;5;1.79175946922805;6;0.1;1;36;216;0.01;0.001;0.6
25;44;3;0;0;0;343;351;9;2.30258509299405;6;0.1;1;36;216;0.01;0.001;0.6
25;44;4;0;0;0;353;377;25;3.25809653802148;6;0.1;1;36;216;0.01;0.001;0.6
25;44;5;0;0;0;379;417;39;3.68887945411394;6;0.1;1;36;216;0.01;0.001;0.6
25;44;6;0;0;0;435;453;19;2.99573227355399;6;0.1;1;36;216;0.01;0.001;0.6
25;44;7;0;0;0;455;459;5;1.79175946922805;6;0.1;1;36;216;0.01;0.001;0.6
25;44;8;0;0;0;461;465;5;1.79175946922805;6;0.1;1;36;216;0.01;0.001;0.6
25;44;9;0;0;0;469;469;1;0.693147180559945;6;0.1;1;36;216;0.01;0.001;0.6
25;44;10;0;0;0;479;479;1;0.693147180559945;6;0.1;1;36;216;0.01;0.001;0.6
25;44;11;0;0;0;481;679;199;5.29831736654804;6;0.1;1;36;216;0.01;0.001;0.6
25;44;12;0;0;0;681;681;1;0.693147180559945;6;0.1;1;36;216;0.01;0.001;0.6
25;44;13;0;0;0;683;683;1;0.693147180559945;6;0.1;1;36;216;0.01;0.001;0.6
25;44;14;0;0;0;689;689;1;0.693147180559945;6;0.1;1;36;216;0.01;0.001;0.6
25;44;15;0;0;0;733;733;1;0.693147180559945;6;0.1;1;36;216;0.01;0.001;0.6
25;44;16;0;0;0;869;871;3;1.38629436111989;6;0.1;1;36;216;0.01;0.001;0.6
26;44;1;0;0;0;1;141;141;4.95582705760126;6;0.15;1;36;216;0.0225;0.003375;0.9
26;44;2;0;0;0;143;181;39;3.68887945411394;6;0.15;1;36;216;0.0225;0.003375;0.9
26;44;3;0;0;0;291;295;5;1.79175946922805;6;0.15;1;36;216;0.0225;0.003375;0.9
26;44;4;0;0;0;297;297;1;0.693147180559945;6;0.15;1;36;216;0.0225;0.003375;0.9
26;44;5;0;0;0;301;301;1;0.693147180559945;6;0.15;1;36;216;0.0225;0.003375;0.9
27;44;1;0;0;0;1;263;263;5.57594910314632;6;0.2;1;36;216;0.04;0.008;1.2
27;44;2;0;0;0;265;281;17;2.89037175789616;6;0.2;1;36;216;0.04;0.008;1.2
27;44;3;1;1;0;283;289;7;2.07944154167984;6;0.2;1;36;216;0.04;0.008;1.2
27;44;4;0;1;0;291;293;3;1.38629436111989;6;0.2;1;36;216;0.04;0.008;1.2
27;44;5;0;0;0;297;377;81;4.40671924726425;6;0.2;1;36;216;0.04;0.008;1.2
27;44;6;0;0;0;379;379;1;0.693147180559945;6;0.2;1;36;216;0.04;0.008;1.2
27;44;7;0;0;0;381;385;5;1.79175946922805;6;0.2;1;36;216;0.04;0.008;1.2
27;44;8;0;0;0;387;387;1;0.693147180559945;6;0.2;1;36;216;0.04;0.008;1.2
27;44;9;0;0;0;407;409;3;1.38629436111989;6;0.2;1;36;216;0.04;0.008;1.2
27;44;10;0;0;0;411;419;9;2.30258509299405;6;0.2;1;36;216;0.04;0.008;1.2
27;44;11;0;0;0;421;433;13;2.63905732961526;6;0.2;1;36;216;0.04;0.008;1.2
28;44;1;1;1;0;1;105;105;4.66343909411207;6;0.25;1;36;216;0.0625;0.015625;1.5
28;44;2;0;1;0;107;241;135;4.91265488573605;6;0.25;1;36;216;0.0625;0.015625;1.5
28;44;3;0;0;0;243;245;3;1.38629436111989;6;0.25;1;36;216;0.0625;0.015625;1.5
28;44;4;0;0;0;247;247;1;0.693147180559945;6;0.25;1;36;216;0.0625;0.015625;1.5
28;44;5;0;0;0;249;251;3;1.38629436111989;6;0.25;1;36;216;0.0625;0.015625;1.5
28;44;6;0;0;0;259;269;11;2.484906649788;6;0.25;1;36;216;0.0625;0.015625;1.5
28;44;7;0;0;0;279;753;475;6.16541785423142;6;0.25;1;36;216;0.0625;0.015625;1.5
28;44;8;0;0;0;915;915;1;0.693147180559945;6;0.25;1;36;216;0.0625;0.015625;1.5
28;44;9;0;0;0;917;935;19;2.99573227355399;6;0.25;1;36;216;0.0625;0.015625;1.5
28;44;10;0;0;0;943;943;1;0.693147180559945;6;0.25;1;36;216;0.0625;0.015625;1.5
28;44;11;0;0;0;945;947;3;1.38629436111989;6;0.25;1;36;216;0.0625;0.015625;1.5
28;44;12;0;0;0;953;953;1;0.693147180559945;6;0.25;1;36;216;0.0625;0.015625;1.5
29;44;1;0;0;0;1;77;77;4.35670882668959;6;0.3;1;36;216;0.09;0.027;1.8
29;44;2;1;1;0;111;131;21;3.09104245335832;6;0.3;1;36;216;0.09;0.027;1.8
29;44;3;0;1;0;133;139;7;2.07944154167984;6;0.3;1;36;216;0.09;0.027;1.8
29;44;4;0;0;0;141;141;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;44;5;0;0;0;143;143;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;44;6;0;0;0;145;145;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;44;7;0;0;0;147;149;3;1.38629436111989;6;0.3;1;36;216;0.09;0.027;1.8
29;44;8;0;0;0;153;161;9;2.30258509299405;6;0.3;1;36;216;0.09;0.027;1.8
29;44;9;0;0;0;163;163;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;44;10;0;0;0;165;165;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;44;11;1;2;1;167;237;71;4.27666611901606;6;0.3;1;36;216;0.09;0.027;1.8
29;44;12;0;2;1;239;251;13;2.63905732961526;6;0.3;1;36;216;0.09;0.027;1.8
29;44;13;0;0;0;253;297;45;3.8286413964891;6;0.3;1;36;216;0.09;0.027;1.8
29;44;14;0;0;0;299;299;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;44;15;0;0;0;303;319;17;2.89037175789616;6;0.3;1;36;216;0.09;0.027;1.8
29;44;16;0;0;0;321;321;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;44;17;0;0;0;325;325;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;44;18;0;0;0;347;351;5;1.79175946922805;6;0.3;1;36;216;0.09;0.027;1.8
29;44;19;0;0;0;353;353;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;44;20;0;0;0;357;357;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;44;21;0;0;0;359;359;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;44;22;0;0;0;369;369;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;44;23;0;0;0;381;383;3;1.38629436111989;6;0.3;1;36;216;0.09;0.027;1.8
29;44;24;0;0;0;385;385;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;44;25;0;0;0;387;387;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;44;26;0;0;0;389;441;53;3.98898404656427;6;0.3;1;36;216;0.09;0.027;1.8
29;44;27;0;0;0;449;449;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;44;28;0;0;0;451;451;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;44;29;0;0;0;453;455;3;1.38629436111989;6;0.3;1;36;216;0.09;0.027;1.8
29;44;30;0;0;0;463;463;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;44;31;0;0;0;465;465;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;44;32;0;0;0;467;479;13;2.63905732961526;6;0.3;1;36;216;0.09;0.027;1.8
29;44;33;0;0;0;483;483;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;44;34;0;0;0;485;487;3;1.38629436111989;6;0.3;1;36;216;0.09;0.027;1.8
29;44;35;0;0;0;489;493;5;1.79175946922805;6;0.3;1;36;216;0.09;0.027;1.8
29;44;36;1;3;1;495;534;40;3.71357206670431;6;0.3;1;36;216;0.09;0.027;1.8
29;44;37;0;3;1;536;557;22;3.13549421592915;6;0.3;1;36;216;0.09;0.027;1.8
29;44;38;0;0;0;559;561;3;1.38629436111989;6;0.3;1;36;216;0.09;0.027;1.8
29;44;39;0;0;0;571;573;3;1.38629436111989;6;0.3;1;36;216;0.09;0.027;1.8
29;44;40;0;0;0;583;607;25;3.25809653802148;6;0.3;1;36;216;0.09;0.027;1.8
29;44;41;0;0;0;619;619;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;44;42;0;0;0;621;621;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;44;43;0;0;0;625;627;3;1.38629436111989;6;0.3;1;36;216;0.09;0.027;1.8
29;44;44;0;0;0;629;629;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;44;45;0;0;0;631;635;5;1.79175946922805;6;0.3;1;36;216;0.09;0.027;1.8
29;44;46;0;0;0;661;823;163;5.0998664278242;6;0.3;1;36;216;0.09;0.027;1.8
29;44;47;1;4;1;825;873;49;3.91202300542815;6;0.3;1;36;216;0.09;0.027;1.8
29;44;48;0;4;1;875;1000;126;4.84418708645859;6;0.3;1;36;216;0.09;0.027;1.8
30;44;1;1;1;0;1;19;19;2.99573227355399;6;0.35;1;36;216;0.1225;0.042875;2.1
30;44;2;0;1;0;21;303;283;5.64897423816121;6;0.35;1;36;216;0.1225;0.042875;2.1
30;44;3;0;0;0;309;331;23;3.17805383034795;6;0.35;1;36;216;0.1225;0.042875;2.1
30;44;4;0;0;0;333;333;1;0.693147180559945;6;0.35;1;36;216;0.1225;0.042875;2.1
30;44;5;0;0;0;355;355;1;0.693147180559945;6;0.35;1;36;216;0.1225;0.042875;2.1
30;44;6;0;0;0;511;511;1;0.693147180559945;6;0.35;1;36;216;0.1225;0.042875;2.1
30;44;7;0;0;0;623;627;5;1.79175946922805;6;0.35;1;36;216;0.1225;0.042875;2.1
30;44;8;0;0;0;647;647;1;0.693147180559945;6;0.35;1;36;216;0.1225;0.042875;2.1
30;44;9;0;0;0;649;655;7;2.07944154167984;6;0.35;1;36;216;0.1225;0.042875;2.1
30;44;10;0;0;0;663;693;31;3.46573590279973;6;0.35;1;36;216;0.1225;0.042875;2.1
30;44;11;1;2;1;719;935;217;5.38449506278909;6;0.35;1;36;216;0.1225;0.042875;2.1
30;44;12;0;2;1;937;985;49;3.91202300542815;6;0.35;1;36;216;0.1225;0.042875;2.1
30;44;13;0;0;0;991;991;1;0.693147180559945;6;0.35;1;36;216;0.1225;0.042875;2.1
30;44;14;0;0;0;993;993;1;0.693147180559945;6;0.35;1;36;216;0.1225;0.042875;2.1
33;44;1;0;0;0;348;350;3;1.38629436111989;7;0.2;1;49;343;0.04;0.008;1.4
33;44;2;0;0;0;352;352;1;0.693147180559945;7;0.2;1;49;343;0.04;0.008;1.4
33;44;3;0;0;0;356;476;121;4.80402104473326;7;0.2;1;49;343;0.04;0.008;1.4
36;44;1;0;0;0;98;98;1;0.693147180559945;7;0.35;1;49;343;0.1225;0.042875;2.45
36;44;2;0;0;0;118;118;1;0.693147180559945;7;0.35;1;49;343;0.1225;0.042875;2.45
36;44;3;0;0;0;120;120;1;0.693147180559945;7;0.35;1;49;343;0.1225;0.042875;2.45
1;45;1;1;1;0;1;152;152;5.03043792139244;2;0.1;1;4;8;0.01;0.001;0.2
1;45;2;0;1;0;154;1000;847;6.7428806357919;2;0.1;1;4;8;0.01;0.001;0.2
2;45;1;0;0;0;1;1000;1000;6.90875477931522;2;0.15;1;4;8;0.0225;0.003375;0.3
3;45;1;1;1;0;1;45;45;3.8286413964891;2;0.2;1;4;8;0.04;0.008;0.4
3;45;2;1;2;1;47;851;805;6.69208374250663;2;0.2;1;4;8;0.04;0.008;0.4
3;45;3;0;2;1;853;1000;148;5.00394630594546;2;0.2;1;4;8;0.04;0.008;0.4
4;45;1;1;1;0;1;41;41;3.73766961828337;2;0.25;1;4;8;0.0625;0.015625;0.5
4;45;2;1;2;1;43;203;161;5.08759633523238;2;0.25;1;4;8;0.0625;0.015625;0.5
4;45;3;1;3;1;205;773;569;6.3456363608286;2;0.25;1;4;8;0.0625;0.015625;0.5
4;45;4;1;4;1;775;779;5;1.79175946922805;2;0.25;1;4;8;0.0625;0.015625;0.5
4;45;5;1;5;1;781;847;67;4.21950770517611;2;0.25;1;4;8;0.0625;0.015625;0.5
4;45;6;0;5;1;849;1000;152;5.03043792139244;2;0.25;1;4;8;0.0625;0.015625;0.5
5;45;1;0;0;0;1;1000;1000;6.90875477931522;2;0.3;1;4;8;0.09;0.027;0.6
6;45;1;1;1;0;1;837;837;6.73101810048208;2;0.35;1;4;8;0.1225;0.042875;0.7
6;45;2;1;2;1;839;955;117;4.77068462446567;2;0.35;1;4;8;0.1225;0.042875;0.7
6;45;3;0;2;1;957;1000;44;3.80666248977032;2;0.35;1;4;8;0.1225;0.042875;0.7
7;45;1;1;1;0;1;295;295;5.69035945432406;3;0.1;1;9;27;0.01;0.001;0.3
7;45;2;0;1;0;297;1000;704;6.55819780281227;3;0.1;1;9;27;0.01;0.001;0.3
8;45;1;1;1;0;1;380;380;5.9427993751267;3;0.15;1;9;27;0.0225;0.003375;0.45
8;45;2;1;2;1;382;531;150;5.01727983681492;3;0.15;1;9;27;0.0225;0.003375;0.45
8;45;3;0;2;1;533;1000;468;6.15060276844628;3;0.15;1;9;27;0.0225;0.003375;0.45
9;45;1;0;0;0;1;1000;1000;6.90875477931522;3;0.2;1;9;27;0.04;0.008;0.6
10;45;1;1;1;0;1;204;204;5.32300997913841;3;0.25;1;9;27;0.0625;0.015625;0.75
10;45;2;0;1;0;206;1000;795;6.67959918584438;3;0.25;1;9;27;0.0625;0.015625;0.75
11;45;1;1;1;0;1;43;43;3.78418963391826;3;0.3;1;9;27;0.09;0.027;0.9
11;45;2;1;2;1;45;928;884;6.78558764500793;3;0.3;1;9;27;0.09;0.027;0.9
11;45;3;1;3;1;930;930;1;0.693147180559945;3;0.3;1;9;27;0.09;0.027;0.9
11;45;4;0;3;1;932;1000;69;4.24849524204936;3;0.3;1;9;27;0.09;0.027;0.9
12;45;1;1;1;0;1;107;107;4.68213122712422;3;0.35;1;9;27;0.1225;0.042875;1.05
12;45;2;0;1;0;109;1000;892;6.7945865808765;3;0.35;1;9;27;0.1225;0.042875;1.05
13;45;1;1;1;0;1;533;533;6.2803958389602;4;0.1;1;16;64;0.01;0.001;0.4
13;45;2;1;2;1;535;727;193;5.26785815906333;4;0.1;1;16;64;0.01;0.001;0.4
13;45;3;0;2;1;729;1000;272;5.60947179518496;4;0.1;1;16;64;0.01;0.001;0.4
14;45;1;1;1;0;1;139;139;4.9416424226093;4;0.15;1;16;64;0.0225;0.003375;0.6
14;45;2;0;1;0;141;1000;860;6.75809450442773;4;0.15;1;16;64;0.0225;0.003375;0.6
15;45;1;0;0;0;1;1000;1000;6.90875477931522;4;0.2;1;16;64;0.04;0.008;0.8
16;45;1;1;1;0;1;168;168;5.12989871492307;4;0.25;1;16;64;0.0625;0.015625;1
16;45;2;0;1;0;170;1000;831;6.72383244082121;4;0.25;1;16;64;0.0625;0.015625;1
17;45;1;1;1;0;1;334;334;5.81413053182507;4;0.3;1;16;64;0.09;0.027;1.2
17;45;2;1;2;1;336;661;326;5.78996017089725;4;0.3;1;16;64;0.09;0.027;1.2
17;45;3;1;3;1;663;674;12;2.56494935746154;4;0.3;1;16;64;0.09;0.027;1.2
17;45;4;1;4;1;676;814;139;4.9416424226093;4;0.3;1;16;64;0.09;0.027;1.2
17;45;5;0;4;1;816;1000;185;5.2257466737132;4;0.3;1;16;64;0.09;0.027;1.2
18;45;1;1;1;0;1;3;3;1.38629436111989;4;0.35;1;16;64;0.1225;0.042875;1.4
18;45;2;1;2;1;5;386;382;5.94803498918065;4;0.35;1;16;64;0.1225;0.042875;1.4
18;45;3;1;3;1;388;499;112;4.72738781871234;4;0.35;1;16;64;0.1225;0.042875;1.4
18;45;4;1;4;1;501;638;138;4.93447393313069;4;0.35;1;16;64;0.1225;0.042875;1.4
18;45;5;1;5;1;640;791;152;5.03043792139244;4;0.35;1;16;64;0.1225;0.042875;1.4
18;45;6;0;5;1;793;1000;208;5.34233425196481;4;0.35;1;16;64;0.1225;0.042875;1.4
19;45;1;1;1;0;1;465;465;6.14418563412565;5;0.1;1;25;125;0.01;0.001;0.5
19;45;2;1;2;1;467;886;420;6.04263283368238;5;0.1;1;25;125;0.01;0.001;0.5
19;45;3;0;2;1;888;1000;113;4.7361984483945;5;0.1;1;25;125;0.01;0.001;0.5
20;45;1;1;1;0;1;734;734;6.59987049921284;5;0.15;1;25;125;0.0225;0.003375;0.75
20;45;2;0;1;0;736;1000;265;5.5834963087817;5;0.15;1;25;125;0.0225;0.003375;0.75
