"industry";"cartel";"start";"end";"duration";"startyear";"endyear";"duration_year";"n_firms";"rho_start";"theta_len";"structured";"detected"
79;2;111;165;55;10;14;5;2;0.15;0.5;0;1
79;3;167;322;156;14;27;14;2;0.15;0.5;0;1
79;4;324;485;162;27;41;15;2;0.15;0.5;0;1
79;5;487;544;58;41;46;6;2;0.15;0.5;0;1
79;6;546;580;35;46;49;4;2;0.15;0.5;0;1
80;1;1;50;50;1;5;5;2;0.15;0.5;0;1
80;2;52;104;53;5;9;5;2;0.15;0.5;0;1
80;3;106;492;387;9;41;33;2;0.15;0.5;0;1
80;4;494;928;435;42;78;37;2;0.15;0.5;0;1
81;1;1;138;138;1;12;12;2;0.15;0.5;0;1
81;2;140;825;686;12;69;58;2;0.15;0.5;0;1
