"industry";"cartel";"start";"end";"duration";"startyear";"endyear";"duration_year";"n_firms"
11;5;141;161;21;12;14;3;6
11;6;179;179;1;15;15;1;6
11;7;183;183;1;16;16;1;6
11;8;201;201;1;17;17;1;6
11;9;237;237;1;20;20;1;6
11;10;239;241;3;20;21;2;6
11;11;243;243;1;21;21;1;6
11;12;245;247;3;21;21;1;6
11;13;291;297;7;25;25;1;6
11;14;299;299;1;25;25;1;6
11;15;303;305;3;26;26;1;6
11;16;307;307;1;26;26;1;6
11;17;313;349;37;27;30;4;6
11;18;365;365;1;31;31;1;6
11;19;371;371;1;31;31;1;6
11;20;373;375;3;32;32;1;6
11;21;377;401;25;32;34;3;6
11;22;409;409;1;35;35;1;6
11;23;411;411;1;35;35;1;6
11;24;415;447;33;35;38;4;6
11;25;449;449;1;38;38;1;6
11;26;457;491;35;39;41;3;6
11;27;659;659;1;55;55;1;6
11;28;715;747;33;60;63;4;6
11;29;751;751;1;63;63;1;6
11;30;753;753;1;63;63;1;6
11;31;755;755;1;63;63;1;6
11;32;767;767;1;64;64;1;6
11;33;769;769;1;65;65;1;6
11;34;773;835;63;65;70;6;6
11;35;837;931;95;70;78;9;6
11;36;933;937;5;78;79;2;6
11;37;943;943;1;79;79;1;6
12;1;1;181;181;1;16;16;6
12;2;183;293;111;16;25;10;6
12;3;295;295;1;25;25;1;6
12;4;297;305;9;25;26;2;6
12;5;309;317;9;26;27;2;6
12;6;319;325;7;27;28;2;6
12;7;327;335;9;28;28;1;6
12;8;337;337;1;29;29;1;6
12;9;339;339;1;29;29;1;6
12;10;341;341;1;29;29;1;6
12;11;345;513;169;29;43;15;6
12;12;539;539;1;45;45;1;6
12;13;541;541;1;46;46;1;6
12;14;545;545;1;46;46;1;6
12;15;557;561;5;47;47;1;6
12;16;583;717;135;49;60;12;6
12;17;729;729;1;61;61;1;6
12;18;731;747;17;61;63;3;6
12;19;749;751;3;63;63;1;6
12;20;753;785;33;63;66;4;6
12;21;789;789;1;66;66;1;6
12;22;793;793;1;67;67;1;6
12;23;795;797;3;67;67;1;6
12;24;799;799;1;67;67;1;6
12;25;801;805;5;67;68;2;6
12;26;807;809;3;68;68;1;6
12;27;811;811;1;68;68;1;6
12;28;813;813;1;68;68;1;6
12;29;815;815;1;68;68;1;6
12;30;817;817;1;69;69;1;6
12;31;889;923;35;75;77;3;6
12;32;925;927;3;78;78;1;6
12;33;929;945;17;78;79;2;6
12;34;949;951;3;80;80;1;6
12;35;955;955;1;80;80;1;6
12;36;979;1000;22;82;84;3;6
13;1;1;63;63;1;6;6;6
13;2;65;65;1;6;6;1;6
13;3;67;71;5;6;6;1;6
13;4;73;73;1;7;7;1;6
13;5;77;79;3;7;7;1;6
13;6;81;137;57;7;12;6;6
13;7;149;157;9;13;14;2;6
13;8;163;173;11;14;15;2;6
13;9;175;189;15;15;16;2;6
13;10;191;191;1;16;16;1;6
13;11;193;405;213;17;34;18;6
13;12;407;435;29;34;37;4;6
13;13;437;441;5;37;37;1;6
13;14;443;445;3;37;38;2;6
13;15;959;1000;42;80;84;5;6
14;1;1;195;195;1;17;17;6
14;2;197;197;1;17;17;1;6
14;3;199;199;1;17;17;1;6
14;4;203;207;5;17;18;2;6
14;5;209;209;1;18;18;1;6
14;6;211;211;1;18;18;1;6
14;7;215;219;5;18;19;2;6
14;8;257;257;1;22;22;1;6
14;9;259;259;1;22;22;1;6
14;10;267;267;1;23;23;1;6
14;11;269;269;1;23;23;1;6
14;12;325;325;1;28;28;1;6
14;13;327;327;1;28;28;1;6
14;14;329;349;21;28;30;3;6
14;15;355;355;1;30;30;1;6
14;16;363;363;1;31;31;1;6
14;17;377;377;1;32;32;1;6
14;18;379;379;1;32;32;1;6
14;19;447;467;21;38;39;2;6
14;20;469;469;1;40;40;1;6
14;21;483;503;21;41;42;2;6
14;22;505;505;1;43;43;1;6
14;23;513;513;1;43;43;1;6
14;24;515;543;29;43;46;4;6
14;25;545;549;5;46;46;1;6
14;26;551;553;3;46;47;2;6
14;27;561;579;19;47;49;3;6
14;28;657;675;19;55;57;3;6
14;29;677;677;1;57;57;1;6
15;1;1;555;555;1;47;47;6
15;2;583;583;1;49;49;1;6
15;3;585;585;1;49;49;1;6
15;4;603;605;3;51;51;1;6
15;5;607;607;1;51;51;1;6
15;6;609;609;1;51;51;1;6
15;7;611;611;1;51;51;1;6
15;8;613;639;27;52;54;3;6
15;9;643;643;1;54;54;1;6
15;10;895;895;1;75;75;1;6
15;11;899;899;1;75;75;1;6
15;12;901;911;11;76;76;1;6
15;13;913;913;1;77;77;1;6
15;14;915;917;3;77;77;1;6
15;15;919;919;1;77;77;1;6
15;16;925;933;9;78;78;1;6
15;17;935;1000;66;78;84;7;6
16;1;1;109;109;1;10;10;6
16;2;123;141;19;11;12;2;6
16;3;143;143;1;12;12;1;6
16;4;197;201;5;17;17;1;6
16;5;203;203;1;17;17;1;6
16;6;205;209;5;18;18;1;6
16;7;211;211;1;18;18;1;6
16;8;269;271;3;23;23;1;6
16;9;277;279;3;24;24;1;6
16;10;281;283;3;24;24;1;6
16;11;285;285;1;24;24;1;6
16;12;287;287;1;24;24;1;6
16;13;299;303;5;25;26;2;6
16;14;305;311;7;26;26;1;6
16;15;335;335;1;28;28;1;6
16;16;337;337;1;29;29;1;6
16;17;339;341;3;29;29;1;6
16;18;345;353;9;29;30;2;6
16;19;357;357;1;30;30;1;6
16;20;359;877;519;30;74;45;6
16;21;889;1000;112;75;84;10;6
17;1;1;185;185;1;16;16;6
17;2;189;203;15;16;17;2;6
17;3;205;205;1;18;18;1;6
17;4;245;245;1;21;21;1;6
17;5;259;259;1;22;22;1;6
17;6;265;265;1;23;23;1;6
17;7;367;375;9;31;32;2;6
17;8;399;423;25;34;36;3;6
17;9;437;449;13;37;38;2;6
17;10;451;451;1;38;38;1;6
17;11;455;467;13;38;39;2;6
17;12;469;471;3;40;40;1;6
17;13;475;475;1;40;40;1;6
17;14;477;477;1;40;40;1;6
17;15;479;487;9;40;41;2;6
17;16;489;491;3;41;41;1;6
17;17;493;493;1;42;42;1;6
17;18;495;507;13;42;43;2;6
17;19;509;509;1;43;43;1;6
17;20;513;569;57;43;48;6;6
17;21;599;615;17;50;52;3;6
17;22;619;623;5;52;52;1;6
17;23;625;631;7;53;53;1;6
17;24;633;635;3;53;53;1;6
17;25;637;637;1;54;54;1;6
17;26;671;677;7;56;57;2;6
17;27;681;685;5;57;58;2;6
17;28;693;693;1;58;58;1;6
17;29;695;695;1;58;58;1;6
17;30;697;711;15;59;60;2;6
17;31;715;723;9;60;61;2;6
17;32;727;1000;274;61;84;24;6
18;1;1;171;171;1;15;15;6
18;2;173;435;263;15;37;23;6
18;3;437;447;11;37;38;2;6
18;4;449;453;5;38;38;1;6
18;5;455;455;1;38;38;1;6
18;6;457;457;1;39;39;1;6
18;7;459;467;9;39;39;1;6
18;8;471;473;3;40;40;1;6
18;9;515;517;3;43;44;2;6
18;10;521;525;5;44;44;1;6
19;1;1;209;209;1;18;18;6
19;2;221;233;13;19;20;2;6
19;3;239;241;3;20;21;2;6
19;4;243;549;307;21;46;26;6
19;5;551;553;3;46;47;2;6
19;6;569;569;1;48;48;1;6
19;7;571;571;1;48;48;1;6
19;8;573;575;3;48;48;1;6
19;9;793;793;1;67;67;1;6
19;10;797;797;1;67;67;1;6
19;11;799;817;19;67;69;3;6
19;12;821;887;67;69;74;6;6
19;13;895;899;5;75;75;1;6
19;14;905;909;5;76;76;1;6
19;15;911;913;3;76;77;2;6
19;16;915;915;1;77;77;1;6
19;17;983;1000;18;82;84;3;6
20;1;1;239;239;1;20;20;6
20;2;241;335;95;21;28;8;6
20;3;363;367;5;31;31;1;6
20;4;369;369;1;31;31;1;6
20;5;371;371;1;31;31;1;6
20;6;373;373;1;32;32;1;6
20;7;375;377;3;32;32;1;6
20;8;379;379;1;32;32;1;6
20;9;407;407;1;34;34;1;6
20;10;411;411;1;35;35;1;6
20;11;413;413;1;35;35;1;6
20;12;415;415;1;35;35;1;6
21;1;1;123;123;1;11;11;6
21;2;125;157;33;11;14;4;6
21;3;161;399;239;14;34;21;6
21;4;405;417;13;34;35;2;6
21;5;425;425;1;36;36;1;6
21;6;427;427;1;36;36;1;6
21;7;431;433;3;36;37;2;6
21;8;439;439;1;37;37;1;6
21;9;453;453;1;38;38;1;6
21;10;459;461;3;39;39;1;6
21;11;463;467;5;39;39;1;6
21;12;471;473;3;40;40;1;6
21;13;475;511;37;40;43;4;6
21;14;517;523;7;44;44;1;6
21;15;525;547;23;44;46;3;6
21;16;561;573;13;47;48;2;6
21;17;575;577;3;48;49;2;6
21;18;579;579;1;49;49;1;6
21;19;583;583;1;49;49;1;6
21;20;585;653;69;49;55;7;6
21;21;655;659;5;55;55;1;6
21;22;677;677;1;57;57;1;6
21;23;683;683;1;57;57;1;6
21;24;687;689;3;58;58;1;6
21;25;693;693;1;58;58;1;6
21;26;695;697;3;58;59;2;6
21;27;699;699;1;59;59;1;6
21;28;943;943;1;79;79;1;6
21;29;945;945;1;79;79;1;6
21;30;985;993;9;83;83;1;6
21;31;995;995;1;83;83;1;6
21;32;997;997;1;84;84;1;6
22;1;1;1000;1000;1;84;84;6
23;1;1;107;107;1;9;9;6
23;2;113;113;1;10;10;1;6
23;3;115;117;3;10;10;1;6
23;4;139;139;1;12;12;1;6
23;5;147;155;9;13;13;1;6
23;6;157;165;9;14;14;1;6
23;7;173;173;1;15;15;1;6
23;8;175;175;1;15;15;1;6
23;9;179;181;3;15;16;2;6
23;10;183;183;1;16;16;1;6
23;11;191;191;1;16;16;1;6
23;12;195;195;1;17;17;1;6
23;13;203;207;5;17;18;2;6
23;14;253;255;3;22;22;1;6
23;15;257;269;13;22;23;2;6
23;16;289;289;1;25;25;1;6
23;17;291;291;1;25;25;1;6
23;18;299;301;3;25;26;2;6
23;19;303;303;1;26;26;1;6
23;20;393;435;43;33;37;5;6
23;21;437;437;1;37;37;1;6
23;22;451;453;3;38;38;1;6
23;23;455;461;7;38;39;2;6
23;24;475;475;1;40;40;1;6
23;25;477;479;3;40;40;1;6
23;26;481;481;1;41;41;1;6
23;27;489;489;1;41;41;1;6
23;28;495;497;3;42;42;1;6
23;29;501;501;1;42;42;1;6
23;30;535;545;11;45;46;2;6
24;1;1;69;69;1;6;6;6
24;2;113;113;1;10;10;1;6
24;3;115;115;1;10;10;1;6
24;4;119;119;1;10;10;1;6
24;5;121;121;1;11;11;1;6
24;6;151;151;1;13;13;1;6
24;7;285;285;1;24;24;1;6
24;8;369;369;1;31;31;1;6
24;9;371;373;3;31;32;2;6
24;10;425;429;5;36;36;1;6
24;11;447;447;1;38;38;1;6
24;12;449;451;3;38;38;1;6
24;13;453;455;3;38;38;1;6
24;14;459;473;15;39;40;2;6
24;15;479;521;43;40;44;5;6
24;16;565;571;7;48;48;1;6
24;17;573;573;1;48;48;1;6
24;18;579;579;1;49;49;1;6
24;19;581;587;7;49;49;1;6
24;20;589;589;1;50;50;1;6
24;21;593;593;1;50;50;1;6
24;22;595;595;1;50;50;1;6
24;23;601;601;1;51;51;1;6
24;24;603;603;1;51;51;1;6
24;25;607;607;1;51;51;1;6
24;26;815;815;1;68;68;1;6
24;27;817;817;1;69;69;1;6
24;28;823;841;19;69;71;3;6
24;29;845;1000;156;71;84;14;6
25;1;1;371;371;1;31;31;6
25;2;373;373;1;32;32;1;6
25;3;375;377;3;32;32;1;6
25;4;395;395;1;33;33;1;6
25;5;441;441;1;37;37;1;6
25;6;443;445;3;37;38;2;6
25;7;451;451;1;38;38;1;6
25;8;453;455;3;38;38;1;6
25;9;457;457;1;39;39;1;6
25;10;461;489;29;39;41;3;6
25;11;491;491;1;41;41;1;6
25;12;499;499;1;42;42;1;6
25;13;501;509;9;42;43;2;6
25;14;511;591;81;43;50;8;6
25;15;593;593;1;50;50;1;6
25;16;595;595;1;50;50;1;6
25;17;597;603;7;50;51;2;6
26;1;1;241;241;1;21;21;6
26;2;245;245;1;21;21;1;6
26;3;247;247;1;21;21;1;6
26;4;253;261;9;22;22;1;6
26;5;263;263;1;22;22;1;6
26;6;453;461;9;38;39;2;6
26;7;465;467;3;39;39;1;6
26;8;469;469;1;40;40;1;6
26;9;487;487;1;41;41;1;6
26;10;489;489;1;41;41;1;6
27;1;1;175;175;1;15;15;6
27;2;187;197;11;16;17;2;6
27;3;199;253;55;17;22;6;6
27;4;255;255;1;22;22;1;6
27;5;257;257;1;22;22;1;6
27;6;277;277;1;24;24;1;6
27;7;279;279;1;24;24;1;6
27;8;283;283;1;24;24;1;6
27;9;289;289;1;25;25;1;6
27;10;293;293;1;25;25;1;6
27;11;295;295;1;25;25;1;6
27;12;485;725;241;41;61;21;6
27;13;731;735;5;61;62;2;6
27;14;737;737;1;62;62;1;6
27;15;829;829;1;70;70;1;6
27;16;831;831;1;70;70;1;6
27;17;837;839;3;70;70;1;6
27;18;841;841;1;71;71;1;6
27;19;843;847;5;71;71;1;6
27;20;929;1000;72;78;84;7;6
28;1;1;361;361;1;31;31;6
28;2;365;365;1;31;31;1;6
28;3;367;369;3;31;31;1;6
28;4;373;391;19;32;33;2;6
29;1;1;389;389;1;33;33;6
29;2;413;413;1;35;35;1;6
29;3;415;421;7;35;36;2;6
29;4;423;423;1;36;36;1;6
29;5;425;441;17;36;37;2;6
29;6;447;763;317;38;64;27;6
29;7;765;767;3;64;64;1;6
29;8;769;769;1;65;65;1;6
29;9;929;929;1;78;78;1;6
29;10;931;933;3;78;78;1;6
29;11;935;937;3;78;79;2;6
30;1;1;457;457;1;39;39;6
30;2;459;459;1;39;39;1;6
30;3;499;499;1;42;42;1;6
30;4;501;503;3;42;42;1;6
30;5;505;509;5;43;43;1;6
30;6;511;719;209;43;60;18;6
30;7;723;793;71;61;67;7;6
30;8;859;921;63;72;77;6;6
30;9;933;937;5;78;79;2;6
30;10;939;939;1;79;79;1;6
30;11;941;945;5;79;79;1;6
30;12;947;1000;54;79;84;6;6
31;1;1;109;109;1;10;10;6
31;2;113;123;11;10;11;2;6
31;3;125;125;1;11;11;1;6
31;4;131;131;1;11;11;1;6
31;5;133;133;1;12;12;1;6
31;6;137;159;23;12;14;3;6
31;7;161;175;15;14;15;2;6
31;8;185;187;3;16;16;1;6
31;9;195;197;3;17;17;1;6
32;1;1;409;409;1;35;35;6
32;2;411;429;19;35;36;2;6
32;3;431;437;7;36;37;2;6
32;4;439;441;3;37;37;1;6
32;5;455;473;19;38;40;3;6
32;6;475;531;57;40;45;6;6
32;7;549;691;143;46;58;13;6
32;8;693;693;1;58;58;1;6
32;9;697;697;1;59;59;1;6
32;10;713;715;3;60;60;1;6
32;11;717;735;19;60;62;3;6
32;12;739;749;11;62;63;2;6
32;13;751;941;191;63;79;17;6
32;14;943;943;1;79;79;1;6
32;15;949;951;3;80;80;1;6
32;16;953;953;1;80;80;1;6
32;17;961;965;5;81;81;1;6
32;18;989;997;9;83;84;2;6
32;19;999;1000;2;84;84;1;6
33;1;1;113;113;1;10;10;6
33;2;119;121;3;10;11;2;6
33;3;123;123;1;11;11;1;6
33;4;319;319;1;27;27;1;6
33;5;331;331;1;28;28;1;6
33;6;335;335;1;28;28;1;6
33;7;337;337;1;29;29;1;6
34;1;1;669;669;1;56;56;6
34;2;673;673;1;57;57;1;6
34;3;675;675;1;57;57;1;6
34;4;709;709;1;60;60;1;6
34;5;715;717;3;60;60;1;6
34;6;779;841;63;65;71;7;6
34;7;843;1000;158;71;84;14;6
35;1;1;869;869;1;73;73;6
35;2;871;969;99;73;81;9;6
35;3;971;1000;30;81;84;4;6
36;1;1;269;269;1;23;23;6
36;2;271;271;1;23;23;1;6
36;3;273;275;3;23;23;1;6
36;4;277;277;1;24;24;1;6
36;5;279;279;1;24;24;1;6
36;6;281;283;3;24;24;1;6
36;7;287;357;71;24;30;7;6
36;8;359;725;367;30;61;32;6
36;9;729;737;9;61;62;2;6
36;10;741;1000;260;62;84;23;6
37;1;1;49;49;1;5;5;6
37;2;51;53;3;5;5;1;6
37;3;55;59;5;5;5;1;6
37;4;61;63;3;6;6;1;6
37;5;297;299;3;25;25;1;6
38;1;1;351;351;1;30;30;6
38;2;357;373;17;30;32;3;6
38;3;375;375;1;32;32;1;6
38;4;379;379;1;32;32;1;6
38;5;383;385;3;32;33;2;6
38;6;387;387;1;33;33;1;6
38;7;437;649;213;37;55;19;6
38;8;651;653;3;55;55;1;6
38;9;657;687;31;55;58;4;6
38;10;689;737;49;58;62;5;6
38;11;739;741;3;62;62;1;6
38;12;743;743;1;62;62;1;6
38;13;753;753;1;63;63;1;6
38;14;779;783;5;65;66;2;6
38;15;787;787;1;66;66;1;6
38;16;789;837;49;66;70;5;6
38;17;839;839;1;70;70;1;6
39;1;1;205;205;1;18;18;6
39;2;207;207;1;18;18;1;6
39;3;209;209;1;18;18;1;6
39;4;263;265;3;22;23;2;6
39;5;295;295;1;25;25;1;6
39;6;297;297;1;25;25;1;6
39;7;303;303;1;26;26;1;6
39;8;315;315;1;27;27;1;6
39;9;317;317;1;27;27;1;6
39;10;323;323;1;27;27;1;6
39;11;325;325;1;28;28;1;6
39;12;327;327;1;28;28;1;6
39;13;329;331;3;28;28;1;6
39;14;383;383;1;32;32;1;6
39;15;385;385;1;33;33;1;6
39;16;461;461;1;39;39;1;6
40;1;1;173;173;1;15;15;6
40;2;175;175;1;15;15;1;6
40;3;177;177;1;15;15;1;6
40;4;181;181;1;16;16;1;6
40;5;183;187;5;16;16;1;6
40;6;189;189;1;16;16;1;6
40;7;217;249;33;19;21;3;6
40;8;265;265;1;23;23;1;6
40;9;267;1000;734;23;84;62;6
41;1;1;171;171;1;15;15;6
41;2;173;173;1;15;15;1;6
41;3;183;183;1;16;16;1;6
41;4;187;187;1;16;16;1;6
41;5;211;211;1;18;18;1;6
41;6;213;213;1;18;18;1;6
41;7;215;237;23;18;20;3;6
41;8;239;239;1;20;20;1;6
41;9;241;707;467;21;59;39;6
41;10;709;709;1;60;60;1;6
41;11;711;711;1;60;60;1;6
41;12;725;725;1;61;61;1;6
41;13;727;727;1;61;61;1;6
41;14;733;737;5;62;62;1;6
41;15;739;739;1;62;62;1;6
42;1;1;819;819;1;69;69;6
42;2;821;823;3;69;69;1;6
42;3;827;827;1;69;69;1;6
42;4;829;829;1;70;70;1;6
42;5;839;839;1;70;70;1;6
42;6;843;843;1;71;71;1;6
42;7;845;845;1;71;71;1;6
42;8;847;887;41;71;74;4;6
42;9;889;891;3;75;75;1;6
42;10;899;917;19;75;77;3;6
42;11;919;963;45;77;81;5;6
43;1;1;233;233;1;20;20;6
43;2;243;253;11;21;22;2;6
43;3;255;263;9;22;22;1;6
43;4;267;273;7;23;23;1;6
43;5;275;279;5;23;24;2;6
43;6;281;285;5;24;24;1;6
43;7;291;291;1;25;25;1;6
43;8;299;299;1;25;25;1;6
43;9;301;301;1;26;26;1;6
43;10;303;303;1;26;26;1;6
43;11;305;309;5;26;26;1;6
43;12;317;327;11;27;28;2;6
43;13;329;347;19;28;29;2;6
44;1;1;667;667;1;56;56;6
44;2;669;671;3;56;56;1;6
44;3;673;673;1;57;57;1;6
44;4;675;993;319;57;83;27;6
44;5;995;995;1;83;83;1;6
45;1;1;303;303;1;26;26;6
45;2;305;305;1;26;26;1;6
45;3;311;311;1;26;26;1;6
45;4;313;313;1;27;27;1;6
45;5;315;317;3;27;27;1;6
45;6;319;321;3;27;27;1;6
45;7;329;329;1;28;28;1;6
45;8;331;331;1;28;28;1;6
45;9;785;785;1;66;66;1;6
45;10;787;787;1;66;66;1;6
45;11;789;791;3;66;66;1;6
45;12;795;797;3;67;67;1;6
45;13;811;811;1;68;68;1;6
45;14;813;847;35;68;71;4;6
45;15;877;877;1;74;74;1;6
45;16;889;893;5;75;75;1;6
45;17;895;897;3;75;75;1;6
45;18;901;907;7;76;76;1;6
45;19;909;909;1;76;76;1;6
46;1;1;237;237;1;20;20;6
46;2;249;267;19;21;23;3;6
46;3;269;269;1;23;23;1;6
46;4;297;297;1;25;25;1;6
46;5;315;315;1;27;27;1;6
46;6;715;715;1;60;60;1;6
46;7;721;721;1;61;61;1;6
46;8;723;729;7;61;61;1;6
46;9;735;735;1;62;62;1;6
46;10;737;739;3;62;62;1;6
46;11;741;789;49;62;66;5;6
46;12;903;905;3;76;76;1;6
46;13;961;963;3;81;81;1;6
46;14;965;967;3;81;81;1;6
46;15;969;969;1;81;81;1;6
47;1;1;491;491;1;41;41;6
47;2;499;1000;502;42;84;43;6
48;1;1;71;71;1;6;6;6
48;2;75;101;27;7;9;3;6
48;3;423;441;19;36;37;2;6
48;4;443;445;3;37;38;2;6
48;5;447;447;1;38;38;1;6
48;6;449;449;1;38;38;1;6
48;7;453;453;1;38;38;1;6
48;8;457;459;3;39;39;1;6
48;9;481;483;3;41;41;1;6
48;10;487;509;23;41;43;3;6
48;11;513;515;3;43;43;1;6
48;12;537;543;7;45;46;2;6
48;13;545;547;3;46;46;1;6
48;14;549;557;9;46;47;2;6
48;15;567;655;89;48;55;8;6
48;16;663;663;1;56;56;1;6
48;17;665;665;1;56;56;1;6
48;18;671;721;51;56;61;6;6
48;19;723;723;1;61;61;1;6
48;20;727;729;3;61;61;1;6
48;21;731;733;3;61;62;2;6
48;22;735;789;55;62;66;5;6
48;23;791;793;3;66;67;2;6
48;24;799;813;15;67;68;2;6
48;25;815;819;5;68;69;2;6
48;26;841;841;1;71;71;1;6
48;27;893;893;1;75;75;1;6
48;28;903;903;1;76;76;1;6
48;29;917;931;15;77;78;2;6
48;30;933;939;7;78;79;2;6
48;31;941;1000;60;79;84;6;6
49;1;1;135;135;1;12;12;6
49;2;137;287;151;12;24;13;6
49;3;289;429;141;25;36;12;6
49;4;433;455;23;37;38;2;6
49;5;457;461;5;39;39;1;6
49;6;463;465;3;39;39;1;6
49;7;467;469;3;39;40;2;6
49;8;493;493;1;42;42;1;6
49;9;495;495;1;42;42;1;6
49;10;497;497;1;42;42;1;6
49;11;501;501;1;42;42;1;6
49;12;585;585;1;49;49;1;6
49;13;587;601;15;49;51;3;6
49;14;605;607;3;51;51;1;6
49;15;737;739;3;62;62;1;6
49;16;741;741;1;62;62;1;6
49;17;743;745;3;62;63;2;6
49;18;747;757;11;63;64;2;6
49;19;761;761;1;64;64;1;6
50;1;1;77;77;1;7;7;6
50;2;79;79;1;7;7;1;6
50;3;81;81;1;7;7;1;6
50;4;87;93;7;8;8;1;6
50;5;97;97;1;9;9;1;6
50;6;99;99;1;9;9;1;6
50;7;113;117;5;10;10;1;6
50;8;131;131;1;11;11;1;6
50;9;135;135;1;12;12;1;6
50;10;137;139;3;12;12;1;6
50;11;141;147;7;12;13;2;6
50;12;537;537;1;45;45;1;6
50;13;539;543;5;45;46;2;6
51;1;1;331;331;1;28;28;6
51;2;333;355;23;28;30;3;6
51;3;357;359;3;30;30;1;6
51;4;361;365;5;31;31;1;6
51;5;375;375;1;32;32;1;6
51;6;377;379;3;32;32;1;6
51;7;381;381;1;32;32;1;6
51;8;383;383;1;32;32;1;6
51;9;393;393;1;33;33;1;6
51;10;395;395;1;33;33;1;6
51;11;397;465;69;34;39;6;6
51;12;471;481;11;40;41;2;6
51;13;485;485;1;41;41;1;6
51;14;487;487;1;41;41;1;6
51;15;521;767;247;44;64;21;6
51;16;773;773;1;65;65;1;6
51;17;775;775;1;65;65;1;6
51;18;781;801;21;66;67;2;6
51;19;803;807;5;67;68;2;6
51;20;813;815;3;68;68;1;6
51;21;817;817;1;69;69;1;6
51;22;819;821;3;69;69;1;6
52;1;1;151;151;1;13;13;6
52;2;153;155;3;13;13;1;6
52;3;157;163;7;14;14;1;6
52;4;179;187;9;15;16;2;6
52;5;191;193;3;16;17;2;6
52;6;195;195;1;17;17;1;6
52;7;201;205;5;17;18;2;6
52;8;207;207;1;18;18;1;6
52;9;215;219;5;18;19;2;6
52;10;221;221;1;19;19;1;6
52;11;239;239;1;20;20;1;6
52;12;285;285;1;24;24;1;6
52;13;287;291;5;24;25;2;6
52;14;293;293;1;25;25;1;6
52;15;299;299;1;25;25;1;6
52;16;301;301;1;26;26;1;6
52;17;303;305;3;26;26;1;6
52;18;309;309;1;26;26;1;6
52;19;311;311;1;26;26;1;6
52;20;317;317;1;27;27;1;6
52;21;321;321;1;27;27;1;6
52;22;323;323;1;27;27;1;6
53;1;1;331;331;1;28;28;6
53;2;413;413;1;35;35;1;6
53;3;459;459;1;39;39;1;6
53;4;461;465;5;39;39;1;6
53;5;467;467;1;39;39;1;6
53;6;469;471;3;40;40;1;6
53;7;477;479;3;40;40;1;6
53;8;481;481;1;41;41;1;6
53;9;483;483;1;41;41;1;6
53;10;485;485;1;41;41;1;6
53;11;487;493;7;41;42;2;6
53;12;499;755;257;42;63;22;6
53;13;763;767;5;64;64;1;6
53;14;769;769;1;65;65;1;6
53;15;775;777;3;65;65;1;6
53;16;785;791;7;66;66;1;6
53;17;793;793;1;67;67;1;6
53;18;795;799;5;67;67;1;6
53;19;803;805;3;67;68;2;6
53;20;875;875;1;73;73;1;6
